IDX,Y1,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13
48,0.025219249170233465,0.10775862068965521,0.8939628482972135,0.6759259259259259,0.024417177914110428,0.02443216697360344,0.08360655737704917,0.01903874317667421,0.054441260744985676,0.037037037037037035,0.43256869170657763,0.43267776096822996,0.583794129165812,0.5780426290661254
50,0.009910871256824421,0.25646551724137934,0.9833591331269349,0.8356481481481483,0.00969325153374233,0.009699201964395335,0.0180327868852459,0.008920250299560645,0.0164756446991404,0.037037037037037035,0.4245021426770852,0.4246091780131124,0.6253123776132486,0.6154867619974895
51,0.010463656343562212,0.23653017241379312,0.9787151702786377,0.8258101851851852,0.010184049079754601,0.010190300798035604,0.022950819672131147,0.008920250299560645,0.01862464183381089,0.037037037037037035,0.4247542223342563,0.4246091780131124,0.6212677868745455,0.6132391755721609
52,0.010196686273262711,0.2397629310344828,0.9736842105263157,0.8032407407407407,0.009938650306748465,0.009821976672805403,0.02622950819672131,0.008387698042870456,0.019340974212034383,0.037037037037037035,0.42425006301991414,0.4243570347957655,0.6263427575017253,0.6243128790455967
53,0.010164492823608947,0.24407327586206903,0.981424148606811,0.828125,0.009938650306748465,0.009821976672805403,0.021311475409836064,0.008787112235388098,0.017191977077363897,0.037037037037037035,0.4245021426770852,0.4243570347957655,0.6051663527349361,0.6018581299048646
54,0.010111884015638162,0.24676724137931041,0.9791021671826625,0.8275462962962963,0.009815950920245398,0.009699201964395335,0.021311475409836064,0.008787112235388098,0.017191977077363897,0.037037037037037035,0.4227375850768832,0.42259203227433295,0.6113952555901605,0.6107053620655272
56,0.00990301919593326,0.25592672413793105,0.9845201238390092,0.8315972222222223,0.00969325153374233,0.009576427255985268,0.0180327868852459,0.008920250299560645,0.015759312320916905,0.037037037037037035,0.4214771867910233,0.421583459404941,0.6201301728800284,0.6187525660727063
57,0.010155070350539553,0.24676724137931041,0.9806501547987616,0.8287037037037037,0.009938650306748465,0.009821976672805403,0.021311475409836064,0.008920250299560645,0.017191977077363897,0.037037037037037035,0.41870431056213697,0.41855774079677416,0.6262844780962682,0.6243199174164488
58,0.009967406095240786,0.23760775862068967,0.9756191950464396,0.8206018518518519,0.00969325153374233,0.009576427255985268,0.02459016393442623,0.008254559978697909,0.01862464183381089,0.037037037037037035,0.41593143433325064,0.41578416540594965,0.6296810018462916,0.6275716447499619
59,0.009770319366872626,0.22090517241379312,0.9616873065015479,0.796875,0.009447852760736198,0.009330877839165133,0.03278688524590164,0.007455731593662628,0.02148997134670487,0.037037037037037035,0.4118981598185044,0.41174987392839085,0.6222655302959662,0.6208453083392962
60,0.009957983622171393,0.20851293103448276,0.951625386996904,0.7789351851851852,0.009570552147239264,0.009453652547575199,0.03770491803278689,0.007056317401144987,0.024355300859598854,0.037037037037037035,0.41164608016132886,0.41174987392839085,0.6216640868316518,0.624850141353948
61,0.009804083228704621,0.2015086206896552,0.9442724458204333,0.7690972222222222,0.009447852760736198,0.009330877839165133,0.042622950819672135,0.006656903208627347,0.025787965616045846,0.037037037037037035,0.4096294429039558,0.4094805849722646,0.6351732530165423,0.6337231808744002
62,0.01041026232950231,0.19288793103448276,0.9373065015479876,0.7563657407407407,0.009938650306748465,0.00994475138121547,0.04590163934426229,0.00692317933697244,0.027936962750716336,0.037037037037037035,0.4068565666750694,0.40670700958144457,0.6618372466011453,0.6594859643154597
63,0.009741266741575326,0.18965517241379312,0.9330495356037151,0.7528935185185186,0.009325153374233128,0.009208103130755063,0.04754098360655738,0.006257489016109706,0.027220630372492838,0.037037037037037035,0.40156289387446337,0.4016641452344938,0.657170231812163,0.6630520722136849
65,0.015066534437961257,0.23168103448275865,0.9887770897832817,0.833912037037037,0.014723926380368098,0.014732965009208104,0.021311475409836064,0.01384635867394488,0.02148997134670487,0.037037037037037035,0.3962692210738573,0.39636913767019616,0.6688680740754556,0.6702499794714182
66,0.01497780614989113,0.21605603448275865,0.9771671826625387,0.816550925925926,0.014601226993865029,0.014610190300798036,0.03114754098360656,0.0130475302889096,0.023638968481375356,0.037037037037037035,0.3960171414166862,0.3961169944528493,0.6669891460435277,0.6769833542529355
67,0.014816838901622314,0.2144396551724138,0.9667182662538699,0.7991898148148149,0.014355828220858895,0.014364640883977901,0.03442622950819673,0.012514978032219412,0.025787965616045846,0.037037037037037035,0.39450466347365526,0.3943519919314168,0.662793028850637,0.6691473013713092
68,0.014878084976573374,0.21336206896551727,0.9554953560371516,0.7922453703703705,0.014478527607361963,0.01448741559238797,0.03770491803278689,0.012248701903874318,0.027936962750716336,0.037037037037037035,0.39122762793042676,0.39107413010590303,0.6857947445963336,0.6846692552230578
69,0.014508252908599655,0.20528017241379312,0.976393188854489,0.8119212962962963,0.014110429447852759,0.013996316758747698,0.03114754098360656,0.012248701903874318,0.024355300859598854,0.037037037037037035,0.38820267204436487,0.3877962682803848,0.6827921896271985,0.6844064893779254
71,0.01516232958083343,0.2306034482758621,0.9837461300309596,0.8333333333333334,0.014846625766871164,0.014855739717618173,0.02459016393442623,0.013713220609772335,0.02148997134670487,0.037037037037037035,0.38240483992941665,0.3825012607160872,0.6727588071837526,0.6780954168475135
72,0.014267979845330103,0.22844827586206903,0.9732972136222909,0.8078703703703705,0.013865030674846623,0.013873542050337632,0.029508196721311476,0.012248701903874318,0.022922636103151862,0.037037037037037035,0.38114444164356126,0.38124054462935286,0.6758592715540556,0.681013994627377
73,0.014279757936666847,0.21767241379310348,0.9636222910216717,0.8003472222222222,0.013865030674846623,0.013873542050337632,0.03278688524590164,0.011982425775529224,0.025071633237822348,0.037037037037037035,0.3791278043861837,0.3789712556732221,0.6866059939202926,0.6926296526563984
74,0.01556749592281738,0.1993534482758621,0.9489164086687306,0.7708333333333334,0.0150920245398773,0.015101289134438306,0.042622950819672135,0.012514978032219412,0.03008595988538682,0.037037037037037035,0.3758507688429552,0.37594553706505524,0.6854170940489734,0.6918132016375941
75,0.015500753405242504,0.17079741379310348,0.9376934984520122,0.7534722222222222,0.01496932515337423,0.014978514426028239,0.05245901639344263,0.011583011583011582,0.03366762177650429,0.037037037037037035,0.3713133350138623,0.3714069591527982,0.6860861416236178,0.6916395884899176
76,0.014629959852412663,0.17510775862068967,0.9318885448916407,0.748263888888889,0.014110429447852759,0.014119091467157766,0.05245901639344263,0.010651045133803754,0.03366762177650429,0.024691358024691357,0.36778421981346276,0.36762481089258625,0.6968235392849818,0.6981805811348198
77,0.015034340988307493,0.16433189655172417,0.928018575851393,0.7366898148148149,0.014478527607361963,0.01448741559238797,0.055737704918032795,0.010784183197976301,0.03510028653295129,0.024691358024691357,0.3645071842702298,0.3645990922844194,0.7048894090002054,0.706753316832264
78,0.014952679555039412,0.15355603448275865,0.9206656346749226,0.7314814814814815,0.014355828220858895,0.014364640883977901,0.060655737704918035,0.01038476900545866,0.03653295128939828,0.024691358024691357,0.361734308041339,0.3618255168935949,0.6905060517334628,0.6954450009971026
80,0.02074357446227124,0.2182112068965518,0.9864551083591331,0.8333333333333334,0.020245398773006136,0.020257826887661142,0.027868852459016394,0.019171881240846757,0.026504297994269344,0.037037037037037035,0.35870935215528155,0.358799798285428,0.688286771973667,0.6909545203936795
81,0.02111576214851231,0.19665948275862072,0.9620743034055727,0.7847222222222223,0.020613496932515338,0.020626151012891343,0.04426229508196722,0.01823991479163893,0.0329512893982808,0.037037037037037035,0.3597176707839659,0.3598083711548155,0.6724674101564688,0.691144556406677
82,0.020721588691775986,0.16702586206896555,0.9613003095975232,0.777199074074074,0.020122699386503066,0.020135052179251076,0.04590163934426229,0.017574224470776195,0.03438395415472779,0.037037037037037035,0.3564406352407374,0.3562783661119549,0.6801812722627332,0.683580653864652
83,0.020680757975141944,0.18211206896551727,0.9616873065015479,0.7789351851851852,0.020122699386503066,0.020135052179251076,0.04590163934426229,0.017574224470776195,0.03510028653295129,0.037037037037037035,0.3571968742122506,0.3570347957639955,0.6721014154901997,0.6791957488240056
84,0.021842077780944776,0.17295258620689657,0.9419504643962848,0.7586805555555556,0.02122699386503068,0.021240024554941683,0.055737704918032795,0.017973638663293837,0.03939828080229226,0.037037037037037035,0.3571968742122506,0.3570347957639955,0.6796357770276571,0.6840498785881026
86,0.020833087956430484,0.2640086206896552,0.9732972136222909,0.816550925925926,0.020368098159509202,0.020380601596071208,0.027868852459016394,0.0195712954333644,0.027220630372492838,0.04938271604938271,0.4113940005041578,0.41149773071104395,0.5337973928125175,0.5281171184909731
87,0.02086449619999513,0.2235991379310345,0.9493034055727553,0.7818287037037037,0.020368098159509202,0.020380601596071208,0.042622950819672135,0.01823991479163893,0.03366762177650429,0.037037037037037035,0.41114192084698675,0.41099344427635026,0.5431966953245929,0.5345900735509754
88,0.020888837588757734,0.2079741379310345,0.940015479876161,0.759837962962963,0.020368098159509202,0.020257826887661142,0.04918032786885246,0.017707362534948742,0.03653295128939828,0.037037037037037035,0.4134106377615309,0.4135148764498234,0.538026146472464,0.5296397527185708
89,0.02133561985346484,0.19827586206896552,0.9299535603715169,0.7517361111111112,0.020736196319018407,0.020748925721301416,0.054098360655737705,0.017707362534948742,0.03868194842406876,0.037037037037037035,0.4139147970758775,0.4137670196671702,0.544837843382257,0.5393855502246412
90,0.02159473786287318,0.17349137931034486,0.9136996904024768,0.7123842592592593,0.02098159509202454,0.02087170042971148,0.06557377049180328,0.01690853414991346,0.04441260744985673,0.037037037037037035,0.4139147970758775,0.4137670196671702,0.557328285559762,0.5526458409093574
91,0.02126338089326615,0.15086206896551727,0.9094427244582042,0.7042824074074074,0.020613496932515338,0.020503376304481277,0.06885245901639343,0.016375981893223274,0.045845272206303724,0.037037037037037035,0.413662717418702,0.4135148764498234,0.5643754312676005,0.5596020974345136
92,0.021298715167276376,0.1546336206896552,0.8993808049535603,0.7019675925925927,0.020613496932515338,0.020626151012891343,0.0721311475409836,0.01610970576487818,0.04656160458452722,0.037037037037037035,0.4139147970758775,0.4137670196671702,0.5787821002965255,0.5699250413504289
93,0.02130264119772196,0.14385775862068967,0.8978328173374611,0.6927083333333334,0.020613496932515338,0.020626151012891343,0.07377049180327869,0.015976567700705633,0.047994269340974206,0.037037037037037035,0.4134106377615309,0.41326273323247653,0.5831717051155333,0.5749668610039064
95,0.02853360407239286,0.27155172413793105,0.9740712074303404,0.8090277777777778,0.027975460122699386,0.027992633517495397,0.03442622950819673,0.027293303155372123,0.0329512893982808,0.037037037037037035,0.41088984118981564,0.41099344427635026,0.5876102646351244,0.5824533414665618
96,0.028811567027939987,0.19827586206896552,0.9551083591331269,0.777199074074074,0.028220858895705518,0.028238182934315532,0.04918032786885246,0.02596192251364665,0.04083094555873925,0.037037037037037035,0.4126543987900177,0.4127584467977828,0.5935128028197907,0.5847384658697667
97,0.0278756013697135,0.1697198275862069,0.9373065015479876,0.7193287037037037,0.027116564417177913,0.02725598526703499,0.0639344262295082,0.023565437358540806,0.04727793696275071,0.037037037037037035,0.4103856818754735,0.4104891578416565,0.5967344883534436,0.5923680598730747
98,0.029094241220021813,0.12446120689655174,0.8862229102167182,0.6921296296296297,0.028220858895705518,0.028238182934315532,0.08524590163934426,0.023166023166023165,0.05730659025787966,0.037037037037037035,0.4113940005041578,0.4112455874936971,0.6077329777512541,0.6020857038957381
99,0.028436238517342453,0.08243534482758622,0.8974458204334365,0.6799768518518519,0.027607361963190184,0.027501534683855126,0.08688524590163935,0.02223405671681534,0.05802292263610316,0.037037037037037035,0.4106377615326446,0.4104891578416565,0.6167872661830254,0.6085305054723333
100,0.02772327138842496,0.12446120689655174,0.8726780185758514,0.6660879629629629,0.02687116564417178,0.026887661141804787,0.09016393442622951,0.02130209026760751,0.05802292263610316,0.037037037037037035,0.40988152256112687,0.4099848714069583,0.6088915723317357,0.5978274895304232
102,0.02797846336738772,0.22898706896551727,0.9829721362229101,0.8275462962962963,0.027484662576687115,0.027501534683855126,0.03278688524590164,0.02649447477033684,0.03366762177650429,0.037037037037037035,0.40660448701789836,0.40670700958144457,0.6216687491840884,0.6192898283810572
103,0.028437808929520685,0.19450431034482762,0.9562693498452011,0.7743055555555555,0.02785276073619632,0.027747084100675265,0.04918032786885246,0.025429370256956463,0.04083094555873925,0.037037037037037035,0.4050920090748674,0.4051941502773589,0.6491533167975235,0.6317195913052659
104,0.027903868788921683,0.16864224137931041,0.9434984520123838,0.7523148148148149,0.027239263803680983,0.02725598526703499,0.05737704918032787,0.024097989615231,0.04512893982808023,0.037037037037037035,0.4030753718174943,0.40317700453857946,0.6522118199958972,0.6395650286813613
105,0.029186895538537524,0.15517241379310348,0.9253095975232197,0.7256944444444444,0.028466257668711657,0.028360957642725598,0.06721311475409836,0.02463054187192118,0.0494269340974212,0.037037037037037035,0.4018149735316344,0.4019162884518407,0.6681733835624104,0.653841190892348
106,0.028497484592293516,0.1276939655172414,0.9109907120743034,0.6996527777777778,0.02773006134969325,0.027747084100675265,0.07704918032786884,0.023032885101850618,0.053724928366762174,0.037037037037037035,0.40156289387446337,0.4016641452344938,0.6732366983084985,0.6580853285159596
107,0.028495128974026167,0.10237068965517243,0.899767801857585,0.6863425925925926,0.027607361963190184,0.027624309392265192,0.08360655737704917,0.02250033284516043,0.056590257879656165,0.037037037037037035,0.4003024955886035,0.4001512859304081,0.682148784990955,0.66740413152369
108,0.02788423863669378,0.1072198275862069,0.8931888544891641,0.6730324074074074,0.026993865030674847,0.027133210558624925,0.08524590163934426,0.02170150446012515,0.05730659025787966,0.037037037037037035,0.40080665490295014,0.4009077155824532,0.6989006172954628,0.6901497999929616
109,0.028384414915460784,0.1007543103448276,0.8900928792569658,0.6660879629629629,0.027484662576687115,0.027501534683855126,0.08852459016393442,0.021967780588470244,0.058739255014326655,0.037037037037037035,0.40055457524577903,0.400403429147755,0.6991710337367825,0.6936877544077797
110,0.02864274771878001,0.09644396551724142,0.8839009287925695,0.6591435185185185,0.02773006134969325,0.027747084100675265,0.09180327868852459,0.021967780588470244,0.060171919770773644,0.037037037037037035,0.39702546004537503,0.39712556732224125,0.7072578840379702,0.6976714723098759
112,0.036743718940191634,0.23383620689655174,0.9829721362229101,0.8229166666666667,0.03607361963190184,0.03609576427255985,0.03770491803278689,0.03568100119824258,0.040114613180515755,0.04938271604938271,0.3940005041593131,0.3940998487140699,0.7360712220958208,0.7269393644351121
113,0.03676177868024131,0.19450431034482762,0.9547213622291021,0.7644675925925927,0.03595092024539877,0.035972989564149786,0.055737704918032795,0.03381706829982692,0.04871060171919771,0.037037037037037035,0.3942525838164842,0.3943519919314168,0.7456873239961955,0.7382031039215454
114,0.036531713296130267,0.1594827586206897,0.9229876160990711,0.7065972222222222,0.035705521472392636,0.03560466543891958,0.07377049180327869,0.03181999733723872,0.05730659025787966,0.037037037037037035,0.393496344844971,0.3933434190620293,0.7516924339344662,0.7439980292561613
115,0.03615324396117627,0.12661637931034483,0.9047987616099071,0.7025462962962964,0.035214723926380365,0.03523634131368938,0.0819672131147541,0.030888030888030885,0.060171919770773644,0.037037037037037035,0.3922359465591111,0.39233484619263737,0.7624997668823784,0.750381831618708
116,0.03635739754434648,0.10452586206896552,0.8823529411764706,0.6556712962962963,0.035337423312883434,0.03535911602209944,0.09672131147540984,0.02995606443882306,0.0666189111747851,0.037037037037037035,0.38946307033022476,0.38956127080181735,0.765157307771209,0.7506258284749021
117,0.03690861221890603,0.11907327586206898,0.8881578947368419,0.6793981481481481,0.03595092024539877,0.035972989564149786,0.08852459016393442,0.031154307016375983,0.06303724928366762,0.037037037037037035,0.3879505923871938,0.38804841149773167,0.7750974431659238,0.7615845718910927
119,0.03632755971296006,0.2306034482758621,0.9791021671826625,0.8275462962962963,0.035705521472392636,0.03572744014732965,0.03770491803278689,0.03501531087737984,0.04083094555873925,0.04938271604938271,0.38618603478699176,0.38628340897629915,0.7914832808041625,0.778270203056999
120,0.036232549776177,0.1988146551724138,0.9496904024767802,0.7690972222222222,0.035460122699386504,0.035481890730509516,0.055737704918032795,0.033417654107309284,0.047994269340974206,0.037037037037037035,0.38492563650113193,0.38477054967221347,0.8020132037821004,0.7909463089610191
121,0.0363440490408315,0.1384698275862069,0.9133126934984519,0.7089120370370371,0.035460122699386504,0.035481890730509516,0.07704918032786884,0.03142058314472108,0.058739255014326655,0.037037037037037035,0.38416939752961865,0.3840141200201729,0.8242945860763506,0.8098677959341677
122,0.03572687705478618,0.13092672413793105,0.8986068111455108,0.6927083333333334,0.03484662576687116,0.034745242480049114,0.08360655737704917,0.030222340567168157,0.06088825214899714,0.037037037037037035,0.3826569195865877,0.3825012607160872,0.8382932992670784,0.8210189214869732
123,0.03576692256533111,0.1012931034482759,0.8989938080495355,0.6869212962962963,0.03484662576687116,0.034745242480049114,0.08852459016393442,0.029689788310477968,0.06375358166189111,0.037037037037037035,0.3798840433577014,0.3797276853252672,0.8245836519274165,0.813694323553908
124,0.03675000058890456,0.0991379310344828,0.8811919504643961,0.6620370370370371,0.035705521472392636,0.03572744014732965,0.09672131147540984,0.030222340567168157,0.0673352435530086,0.037037037037037035,0.3781194857574994,0.37796268280383466,0.8457577255179876,0.8299599985923256
125,0.0364312069167234,0.06896551724137935,0.8742260061919503,0.6417824074074074,0.035337423312883434,0.03535911602209944,0.10327868852459017,0.029423512182132874,0.06948424068767908,0.037037037037037035,0.37534660952860854,0.37518910741301015,0.8526580071240746,0.8434549016387674
126,0.03652778726568469,0.07327586206896552,0.8610681114551083,0.626736111111111,0.035460122699386504,0.03535911602209944,0.10819672131147541,0.029157236053787776,0.07163323782234957,0.024691358024691357,0.373582051928411,0.3734241048915776,0.8624652654743478,0.8481893790983845
128,0.027496346828670387,0.27155172413793105,0.9674922600619195,0.8177083333333333,0.026993865030674847,0.02701043585021486,0.03278688524590164,0.026361336706164296,0.030802292263610316,0.037037037037037035,0.3256869170657942,0.3257690368129124,0.9881879301020123,1.0
129,0.027956477596892466,0.2241379310344828,0.9458204334365324,0.7824074074074074,0.02736196319018405,0.027378759975445057,0.04918032786885246,0.025163094128611372,0.03868194842406876,0.037037037037037035,0.32518275775144756,0.32526475037821423,0.9935566289326944,0.9934683918495665
130,0.028089177425953103,0.17403017241379312,0.940015479876161,0.7552083333333333,0.02736196319018405,0.027501534683855126,0.05901639344262296,0.02436426574357609,0.04441260744985673,0.037037037037037035,0.3259389967229653,0.32602118003025926,0.9744689580574777,0.9728741187373163
131,0.027973752130853024,0.1524784482758621,0.9396284829721361,0.7135416666666667,0.027239263803680983,0.027378759975445057,0.0639344262295082,0.023698575422713353,0.045845272206303724,0.037037037037037035,0.32518275775144756,0.32526475037821423,0.9789494787489977,0.982214036857602
132,0.02821245478194434,0.13793103448275865,0.9044117647058822,0.7077546296296297,0.027484662576687115,0.027501534683855126,0.07704918032786884,0.023032885101850618,0.052292263610315186,0.037037037037037035,0.3249306780942765,0.32501260716086733,0.9843531452229537,0.9879784625851936
